"projectKey","issueKey","type","severity","status","resolution","component","line","rule","message","effort","debt","author","creationDate","updateDate","tags","url"
"si091_reginsa_frontend","AZzie9bJHru0ZB8CW9gj","CODE_SMELL","MINOR","OPEN",,"si091_reginsa_frontend:src/app/components/auth/verification/verification.module.ts","6","typescript:S1128","Remove this unused import of 'InputNumberModule'.","2min","2min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","es2015;unused","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9bJHru0ZB8CW9gj&open=AZzie9bJHru0ZB8CW9gj"
"si091_reginsa_frontend","AZzie9eIHru0ZB8CW9h3","CODE_SMELL","MAJOR","OPEN",,"si091_reginsa_frontend:src/app/components/landing/landing.component.html","7","Web:AvoidCommentedOutCodeCheck","Remove this commented out code.","5min","5min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","unused","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9eIHru0ZB8CW9h3&open=AZzie9eIHru0ZB8CW9h3"
"si091_reginsa_frontend","AZzie9eIHru0ZB8CW9h4","CODE_SMELL","MAJOR","OPEN",,"si091_reginsa_frontend:src/app/components/landing/landing.component.html","38","Web:AvoidCommentedOutCodeCheck","Remove this commented out code.","5min","5min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","unused","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9eIHru0ZB8CW9h4&open=AZzie9eIHru0ZB8CW9h4"
"si091_reginsa_frontend","AZzie9eIHru0ZB8CW9h5","CODE_SMELL","MAJOR","OPEN",,"si091_reginsa_frontend:src/app/components/landing/landing.component.html","93","Web:AvoidCommentedOutCodeCheck","Remove this commented out code.","5min","5min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","unused","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9eIHru0ZB8CW9h5&open=AZzie9eIHru0ZB8CW9h5"
"si091_reginsa_frontend","AZzie9eIHru0ZB8CW9h6","CODE_SMELL","MAJOR","OPEN",,"si091_reginsa_frontend:src/app/components/landing/landing.component.html","114","Web:AvoidCommentedOutCodeCheck","Remove this commented out code.","5min","5min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","unused","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9eIHru0ZB8CW9h6&open=AZzie9eIHru0ZB8CW9h6"
"si091_reginsa_frontend","AZzie9eIHru0ZB8CW9h7","CODE_SMELL","MAJOR","OPEN",,"si091_reginsa_frontend:src/app/components/landing/landing.component.html","120","Web:AvoidCommentedOutCodeCheck","Remove this commented out code.","5min","5min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","unused","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9eIHru0ZB8CW9h7&open=AZzie9eIHru0ZB8CW9h7"
"si091_reginsa_frontend","AZzie9eYHru0ZB8CW9h8","CODE_SMELL","CRITICAL","OPEN",,"si091_reginsa_frontend:src/app/components/landing/landing.component.ts","27","typescript:S3504","Unexpected var, use let or const instead.","5min","5min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","bad-practice;es2015","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9eYHru0ZB8CW9h8&open=AZzie9eYHru0ZB8CW9h8"
"si091_reginsa_frontend","AZzie9iQHru0ZB8CW9im","CODE_SMELL","MAJOR","OPEN",,"si091_reginsa_frontend:src/app/guards/auth.guard.ts","20","typescript:S125","Remove this commented out code.","5min","5min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","unused","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9iQHru0ZB8CW9im&open=AZzie9iQHru0ZB8CW9im"
"si091_reginsa_frontend","AZzie9glHru0ZB8CW9iN","CODE_SMELL","INFO","OPEN",,"si091_reginsa_frontend:src/app/interfaces/IBaseTableMaster.ts","6","typescript:S1135","Complete the task associated to this ""TODO"" comment.","0min","0min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","cwe","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9glHru0ZB8CW9iN&open=AZzie9glHru0ZB8CW9iN"
"si091_reginsa_frontend","AZzie9ggHru0ZB8CW9iL","CODE_SMELL","INFO","OPEN",,"si091_reginsa_frontend:src/app/interfaces/IBaseTableMasterDetails.ts","6","typescript:S1135","Complete the task associated to this ""TODO"" comment.","0min","0min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","cwe","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9ggHru0ZB8CW9iL&open=AZzie9ggHru0ZB8CW9iL"
"si091_reginsa_frontend","AZzie9ggHru0ZB8CW9iM","CODE_SMELL","INFO","OPEN",,"si091_reginsa_frontend:src/app/interfaces/IBaseTableMasterDetails.ts","9","typescript:S1135","Complete the task associated to this ""TODO"" comment.","0min","0min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","cwe","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9ggHru0ZB8CW9iM&open=AZzie9ggHru0ZB8CW9iM"
"si091_reginsa_frontend","AZzie9fQHru0ZB8CW9iG","CODE_SMELL","MINOR","OPEN",,"si091_reginsa_frontend:src/app/layout/app.menu.component.ts","2","typescript:S3863","'@angular/core' import is duplicated.","1min","1min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","es2015","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9fQHru0ZB8CW9iG&open=AZzie9fQHru0ZB8CW9iG"
"si091_reginsa_frontend","AZzie9fjHru0ZB8CW9iI","CODE_SMELL","MAJOR","OPEN",,"si091_reginsa_frontend:src/app/layout/app.profilesidebar.component.html","47","Web:AvoidCommentedOutCodeCheck","Remove this commented out code.","5min","5min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","unused","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9fjHru0ZB8CW9iI&open=AZzie9fjHru0ZB8CW9iI"
"si091_reginsa_frontend","AZzie9fjHru0ZB8CW9iJ","CODE_SMELL","MAJOR","OPEN",,"si091_reginsa_frontend:src/app/layout/app.profilesidebar.component.html","74","Web:AvoidCommentedOutCodeCheck","Remove this commented out code.","5min","5min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","unused","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9fjHru0ZB8CW9iJ&open=AZzie9fjHru0ZB8CW9iJ"
"si091_reginsa_frontend","AZzie9fjHru0ZB8CW9iK","CODE_SMELL","INFO","OPEN",,"si091_reginsa_frontend:src/app/layout/app.profilesidebar.component.html","75","Web:S1135","Complete the task associated to this ""TODO"" comment.","0min","0min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","cwe","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9fjHru0ZB8CW9iK&open=AZzie9fjHru0ZB8CW9iK"
"si091_reginsa_frontend","AZzie9fcHru0ZB8CW9iH","CODE_SMELL","INFO","OPEN",,"si091_reginsa_frontend:src/app/layout/app.profilesidebar.component.ts","18","typescript:S1135","Complete the task associated to this ""TODO"" comment.","0min","0min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","cwe","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9fcHru0ZB8CW9iH&open=AZzie9fcHru0ZB8CW9iH"
"si091_reginsa_frontend","AZzie9fCHru0ZB8CW9iF","CODE_SMELL","MAJOR","OPEN",,"si091_reginsa_frontend:src/app/layout/app.topbar.component.html","12","Web:AvoidCommentedOutCodeCheck","Remove this commented out code.","5min","5min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","unused","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9fCHru0ZB8CW9iF&open=AZzie9fCHru0ZB8CW9iF"
"si091_reginsa_frontend","AZzie9e5Hru0ZB8CW9iA","CODE_SMELL","MAJOR","OPEN",,"si091_reginsa_frontend:src/app/layout/service/app.layout.service.ts","164","typescript:S1854","Remove this useless assignment to variable ""el"".","15min","15min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","cwe;unused","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9e5Hru0ZB8CW9iA&open=AZzie9e5Hru0ZB8CW9iA"
"si091_reginsa_frontend","AZzie9e5Hru0ZB8CW9iB","CODE_SMELL","MAJOR","OPEN",,"si091_reginsa_frontend:src/app/layout/service/app.layout.service.ts","164","typescript:S1121","Extract the assignment of ""el"" from this expression.","5min","5min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","cwe;suspicious","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9e5Hru0ZB8CW9iB&open=AZzie9e5Hru0ZB8CW9iB"
"si091_reginsa_frontend","AZzie9e5Hru0ZB8CW9iC","CODE_SMELL","MAJOR","OPEN",,"si091_reginsa_frontend:src/app/layout/service/app.layout.service.ts","165","typescript:S3358","Extract this nested ternary operation into an independent statement.","5min","5min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","confusing","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9e5Hru0ZB8CW9iC&open=AZzie9e5Hru0ZB8CW9iC"
"si091_reginsa_frontend","AZzie9e5Hru0ZB8CW9iD","CODE_SMELL","MAJOR","OPEN",,"si091_reginsa_frontend:src/app/layout/service/app.layout.service.ts","166","typescript:S1854","Remove this useless assignment to variable ""el"".","15min","15min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","cwe;unused","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9e5Hru0ZB8CW9iD&open=AZzie9e5Hru0ZB8CW9iD"
"si091_reginsa_frontend","AZzie9e5Hru0ZB8CW9iE","CODE_SMELL","MAJOR","OPEN",,"si091_reginsa_frontend:src/app/layout/service/app.layout.service.ts","166","typescript:S1121","Extract the assignment of ""el"" from this expression.","5min","5min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","cwe;suspicious","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9e5Hru0ZB8CW9iE&open=AZzie9e5Hru0ZB8CW9iE"
"si091_reginsa_frontend","AZzie9iYHru0ZB8CW9io","CODE_SMELL","MINOR","OPEN",,"si091_reginsa_frontend:src/app/pipes/email-obfuscation.pipe.ts","12","typescript:S1874","'substr' is deprecated. A legacy feature for browser compatibility","15min","15min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","cwe;obsolete","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9iYHru0ZB8CW9io&open=AZzie9iYHru0ZB8CW9io"
"si091_reginsa_frontend","AZzie9hTHru0ZB8CW9ig","CODE_SMELL","MAJOR","OPEN",,"si091_reginsa_frontend:src/app/services/base.service.ts","157","typescript:S1854","Remove this useless assignment to variable ""headers"".","15min","15min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","cwe;unused","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9hTHru0ZB8CW9ig&open=AZzie9hTHru0ZB8CW9ig"
"si091_reginsa_frontend","AZzie9hIHru0ZB8CW9ib","CODE_SMELL","MAJOR","OPEN",,"si091_reginsa_frontend:src/app/services/security/authentication.service.ts","38","typescript:S125","Remove this commented out code.","5min","5min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","unused","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9hIHru0ZB8CW9ib&open=AZzie9hIHru0ZB8CW9ib"
"si091_reginsa_frontend","AZzie9hIHru0ZB8CW9ic","CODE_SMELL","MAJOR","OPEN",,"si091_reginsa_frontend:src/app/services/security/authentication.service.ts","81","typescript:S125","Remove this commented out code.","5min","5min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","unused","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9hIHru0ZB8CW9ic&open=AZzie9hIHru0ZB8CW9ic"
"si091_reginsa_frontend","AZzie9hIHru0ZB8CW9id","CODE_SMELL","MAJOR","OPEN",,"si091_reginsa_frontend:src/app/services/security/authentication.service.ts","86","typescript:S125","Remove this commented out code.","5min","5min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","unused","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9hIHru0ZB8CW9id&open=AZzie9hIHru0ZB8CW9id"
"si091_reginsa_frontend","AZzie9hIHru0ZB8CW9ie","CODE_SMELL","CRITICAL","OPEN",,"si091_reginsa_frontend:src/app/services/security/authentication.service.ts","94","typescript:S3504","Unexpected var, use let or const instead.","5min","5min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","bad-practice;es2015","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9hIHru0ZB8CW9ie&open=AZzie9hIHru0ZB8CW9ie"
"si091_reginsa_frontend","AZzie9hIHru0ZB8CW9if","CODE_SMELL","MAJOR","OPEN",,"si091_reginsa_frontend:src/app/services/security/authentication.service.ts","136","typescript:S125","Remove this commented out code.","5min","5min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","unused","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9hIHru0ZB8CW9if&open=AZzie9hIHru0ZB8CW9if"
"si091_reginsa_frontend","AZzie9g2Hru0ZB8CW9iQ","CODE_SMELL","CRITICAL","OPEN",,"si091_reginsa_frontend:src/app/services/security/encryption.service.ts","17","typescript:S1186","Unexpected empty constructor.","5min","5min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","suspicious","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9g2Hru0ZB8CW9iQ&open=AZzie9g2Hru0ZB8CW9iQ"
"si091_reginsa_frontend","AZzie9g8Hru0ZB8CW9iR","CODE_SMELL","CRITICAL","OPEN",,"si091_reginsa_frontend:src/app/services/security/global.service.ts","56","typescript:S3504","Unexpected var, use let or const instead.","5min","5min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","bad-practice;es2015","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9g8Hru0ZB8CW9iR&open=AZzie9g8Hru0ZB8CW9iR"
"si091_reginsa_frontend","AZzie9g8Hru0ZB8CW9iS","CODE_SMELL","CRITICAL","OPEN",,"si091_reginsa_frontend:src/app/services/security/global.service.ts","57","typescript:S3504","Unexpected var, use let or const instead.","5min","5min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","bad-practice;es2015","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9g8Hru0ZB8CW9iS&open=AZzie9g8Hru0ZB8CW9iS"
"si091_reginsa_frontend","AZzie9g8Hru0ZB8CW9iT","CODE_SMELL","CRITICAL","OPEN",,"si091_reginsa_frontend:src/app/services/security/global.service.ts","58","typescript:S3504","Unexpected var, use let or const instead.","5min","5min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","bad-practice;es2015","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9g8Hru0ZB8CW9iT&open=AZzie9g8Hru0ZB8CW9iT"
"si091_reginsa_frontend","AZzie9g8Hru0ZB8CW9iU","CODE_SMELL","MINOR","OPEN",,"si091_reginsa_frontend:src/app/services/security/global.service.ts","59","typescript:S4138","Expected a `for-of` loop instead of a `for` loop with this simple iteration.","5min","5min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","clumsy","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9g8Hru0ZB8CW9iU&open=AZzie9g8Hru0ZB8CW9iU"
"si091_reginsa_frontend","AZzie9g8Hru0ZB8CW9iV","CODE_SMELL","CRITICAL","OPEN",,"si091_reginsa_frontend:src/app/services/security/global.service.ts","59","typescript:S3504","Unexpected var, use let or const instead.","5min","5min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","bad-practice;es2015","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9g8Hru0ZB8CW9iV&open=AZzie9g8Hru0ZB8CW9iV"
"si091_reginsa_frontend","AZzie9g8Hru0ZB8CW9iW","CODE_SMELL","CRITICAL","OPEN",,"si091_reginsa_frontend:src/app/services/security/global.service.ts","60","typescript:S3504","Unexpected var, use let or const instead.","5min","5min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","bad-practice;es2015","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9g8Hru0ZB8CW9iW&open=AZzie9g8Hru0ZB8CW9iW"
"si091_reginsa_frontend","AZzie9g8Hru0ZB8CW9iX","CODE_SMELL","CRITICAL","OPEN",,"si091_reginsa_frontend:src/app/services/security/global.service.ts","73","typescript:S3504","Unexpected var, use let or const instead.","5min","5min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","bad-practice;es2015","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9g8Hru0ZB8CW9iX&open=AZzie9g8Hru0ZB8CW9iX"
"si091_reginsa_frontend","AZzie9g8Hru0ZB8CW9iY","CODE_SMELL","CRITICAL","OPEN",,"si091_reginsa_frontend:src/app/services/security/global.service.ts","74","typescript:S3504","Unexpected var, use let or const instead.","5min","5min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","bad-practice;es2015","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9g8Hru0ZB8CW9iY&open=AZzie9g8Hru0ZB8CW9iY"
"si091_reginsa_frontend","AZzie9g8Hru0ZB8CW9iZ","CODE_SMELL","CRITICAL","OPEN",,"si091_reginsa_frontend:src/app/services/security/global.service.ts","75","typescript:S3504","Unexpected var, use let or const instead.","5min","5min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","bad-practice;es2015","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9g8Hru0ZB8CW9iZ&open=AZzie9g8Hru0ZB8CW9iZ"
"si091_reginsa_frontend","AZzie9g8Hru0ZB8CW9ia","CODE_SMELL","CRITICAL","OPEN",,"si091_reginsa_frontend:src/app/services/security/global.service.ts","77","typescript:S3504","Unexpected var, use let or const instead.","5min","5min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","bad-practice;es2015","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9g8Hru0ZB8CW9ia&open=AZzie9g8Hru0ZB8CW9ia"
"si091_reginsa_frontend","AZzie9gwHru0ZB8CW9iP","CODE_SMELL","CRITICAL","OPEN",,"si091_reginsa_frontend:src/app/services/sweetaltert2.service.ts","7","typescript:S1186","Unexpected empty constructor.","5min","5min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","suspicious","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9gwHru0ZB8CW9iP&open=AZzie9gwHru0ZB8CW9iP"
"si091_reginsa_frontend","AZzie9a0Hru0ZB8CW9gi","CODE_SMELL","MAJOR","OPEN",,"si091_reginsa_frontend:src/assets/layout/styles/layout/_sidebar_drawer.scss","53","css:S4666","Unexpected duplicate selector "".layout-container.layout-drawer .layout-sidebar .layout-menu-container"", first used at line 17","1min","1min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9a0Hru0ZB8CW9gi&open=AZzie9a0Hru0ZB8CW9gi"
"si091_reginsa_frontend","AZzie9anHru0ZB8CW9gh","CODE_SMELL","MAJOR","OPEN",,"si091_reginsa_frontend:src/assets/layout/styles/layout/layout.css","727","css:S4666","Unexpected duplicate selector "".layout-container.layout-drawer .layout-sidebar .layout-menu-container"", first used at line 699","1min","1min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9anHru0ZB8CW9gh&open=AZzie9anHru0ZB8CW9gh"
"si091_reginsa_frontend","AZzie9ZzHru0ZB8CW9gc","BUG","MAJOR","OPEN",,"si091_reginsa_frontend:src/assets/layout/styles/theme/extensions/_fullcalendar.scss","70","css:S4649","Unexpected missing generic font family","1min","1min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9ZzHru0ZB8CW9gc&open=AZzie9ZzHru0ZB8CW9gc"
"si091_reginsa_frontend","AZzie9ZzHru0ZB8CW9gd","BUG","MAJOR","OPEN",,"si091_reginsa_frontend:src/assets/layout/styles/theme/extensions/_fullcalendar.scss","77","css:S4649","Unexpected missing generic font family","1min","1min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9ZzHru0ZB8CW9gd&open=AZzie9ZzHru0ZB8CW9gd"
"si091_reginsa_frontend","AZzie9ZzHru0ZB8CW9ge","BUG","MAJOR","OPEN",,"si091_reginsa_frontend:src/assets/layout/styles/theme/extensions/_fullcalendar.scss","176","css:S4649","Unexpected missing generic font family","1min","1min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9ZzHru0ZB8CW9ge&open=AZzie9ZzHru0ZB8CW9ge"
"si091_reginsa_frontend","AZzie9ZzHru0ZB8CW9gf","BUG","MAJOR","OPEN",,"si091_reginsa_frontend:src/assets/layout/styles/theme/extensions/_fullcalendar.scss","254","css:S4649","Unexpected missing generic font family","1min","1min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9ZzHru0ZB8CW9gf&open=AZzie9ZzHru0ZB8CW9gf"
"si091_reginsa_frontend","AZzie9ZzHru0ZB8CW9gg","BUG","MAJOR","OPEN",,"si091_reginsa_frontend:src/assets/layout/styles/theme/extensions/_fullcalendar.scss","261","css:S4649","Unexpected missing generic font family","1min","1min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9ZzHru0ZB8CW9gg&open=AZzie9ZzHru0ZB8CW9gg"
"si091_reginsa_frontend","AZzie9QaHru0ZB8CW9cr","CODE_SMELL","MAJOR","OPEN",,"si091_reginsa_frontend:src/assets/layout/styles/theme/theme-base/_common.scss","57","css:S4666","Unexpected duplicate selector "".p-component-overlay"", first used at line 12","1min","1min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9QaHru0ZB8CW9cr&open=AZzie9QaHru0ZB8CW9cr"
"si091_reginsa_frontend","AZzie9HVHru0ZB8CW9ci","CODE_SMELL","MAJOR","OPEN",,"si091_reginsa_frontend:src/assets/layout/styles/theme/theme-base/components/data/_organizationchart.scss","34","css:S4666","Unexpected duplicate selector "".p-organizationchart .p-organizationchart-node-content"", first used at line 2","1min","1min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9HVHru0ZB8CW9ci&open=AZzie9HVHru0ZB8CW9ci"
"si091_reginsa_frontend","AZzie9N5Hru0ZB8CW9cm","CODE_SMELL","MAJOR","OPEN",,"si091_reginsa_frontend:src/assets/layout/styles/theme/theme-base/components/input/_inputnumber.scss","16","css:S4666","Unexpected duplicate selector ""p-inputnumber.p-inputnumber-clearable"", first used at line 5","1min","1min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9N5Hru0ZB8CW9cm&open=AZzie9N5Hru0ZB8CW9cm"
"si091_reginsa_frontend","AZzie9NOHru0ZB8CW9cj","CODE_SMELL","MAJOR","OPEN",,"si091_reginsa_frontend:src/assets/layout/styles/theme/theme-base/components/input/_inputswitch.scss","41","css:S4666","Unexpected duplicate selector "".p-inputswitch.p-inputswitch-checked"", first used at line 23","1min","1min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9NOHru0ZB8CW9cj&open=AZzie9NOHru0ZB8CW9cj"
"si091_reginsa_frontend","AZzie9NOHru0ZB8CW9ck","CODE_SMELL","MAJOR","OPEN",,"si091_reginsa_frontend:src/assets/layout/styles/theme/theme-base/components/input/_inputswitch.scss","45","css:S4666","Unexpected duplicate selector "".p-inputswitch.p-inputswitch-checked .p-inputswitch-slider:before"", first used at line 24","1min","1min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9NOHru0ZB8CW9ck&open=AZzie9NOHru0ZB8CW9ck"
"si091_reginsa_frontend","AZzie9NfHru0ZB8CW9cl","CODE_SMELL","MINOR","OPEN",,"si091_reginsa_frontend:src/assets/layout/styles/theme/theme-base/components/input/_inputtext.scss","72","css:S1116","Unexpected extra semicolon","2min","2min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","unused","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9NfHru0ZB8CW9cl&open=AZzie9NfHru0ZB8CW9cl"
"si091_reginsa_frontend","AZzie9PCHru0ZB8CW9cq","CODE_SMELL","MAJOR","OPEN",,"si091_reginsa_frontend:src/assets/layout/styles/theme/theme-base/components/menu/_menubar.scss","125","css:S4666","Unexpected duplicate selector "".p-menubar .p-menubar-root-list .p-menuitem"", first used at line 78","1min","1min","alextorres@sunedu.gob.pe","2025-10-15T09:19:37+0000","2026-03-12T14:36:49+0000","","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9PCHru0ZB8CW9cq&open=AZzie9PCHru0ZB8CW9cq"
